,index,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",Player,Team within selected timeframe,Minutes played,Players
165,165,8.57142857142857,4.828226555246054,0.0,0.8784773060029281,15.997785773595357,64.09395973154362,43.48113831899404,33.956619296933425,41.19076549210207,17.67388825541619,56.94736842105264,8.280254777070061,7.942973523421587,43.02325581395349,44.456762749445666,57.0884871550904,18.877551020408166,46.666666666666664,42.5287356321839,0.0,0.0,4.305442729488219,15.841584158415841,10.0,16.842105263157894,8.60215053763441,0.0,0.0,5.369127516778522,9.610983981693364,49.99999999999999,37.50000000000001,0.0,7.099143206854343,18.180000000000003,5.25,12.500000000000004,2.0725388601036285,33.32999999999999,10.126582278481013,2.683103698332124,57.14,4.855588112180832,52.0,9.007832898172321,12.616201859229745,13.18181818181818,46.98173706956643,20.517560073937158,15.935334872979212,50.241034685479136,91.64222873900293,54.979832454235186,87.85920527980201,18.961201501877348,93.42500000000001,40.48653344917463,92.35705950991834,49.570165879646446,95.72220755215213,15.64291564291564,50.0,33.741973146526554,51.53619528619529,1.9230769230769211,7.118644067796609,41.02564102564103,0.0,1.2499999999999998,0.0,0.0,21.478873239436613,81.4840742037102,5.857740585774058,37.49999999999999,1.160092807424596,0.0,2.650602409638552,3.741496598639455,32.56730137885752,73.16532493291331,,,,,,,,,,,35.78732106339468,,,0.0,0.0,0.0,0.0,0.0,0.0,Nacho Fernández,Real Madrid,1699,Nacho Fernández (Real Madrid)
166,166,2.8571428571428568,3.2188177034973697,0.0,2.1229868228404114,16.662053694990316,85.59020923805761,56.91594970218398,29.61854899027674,63.26447954637505,21.094640820980615,66.90526315789475,8.280254777070061,6.924643584521386,33.72093023255814,61.97339246119733,68.98192197906755,6.632653061224492,13.333333333333334,6.89655172413793,0.0,0.0,4.71161657189277,2.9702970297029707,3.3333333333333335,3.1578947368421053,3.225806451612904,11.111111111111109,5.1724137931034475,6.040268456375839,6.636155606407323,11.109999999999998,11.111,0.0,3.1823745410036715,25.0,2.8749999999999996,28.57,0.38860103626943165,0.0,0.0,4.931109499637419,61.9,7.074089577228965,49.12,6.396866840731068,8.233731739707835,5.227272727272727,43.803150704029,7.208872458410352,12.702078521939953,53.07466196355085,75.90420332355816,65.1877133105802,69.20115495668911,19.7747183979975,90.22500000000002,45.96003475238923,89.67327887981334,46.70056907615935,85.21256931608136,56.92055692055692,56.54,69.4687682428488,85.60606060606061,1.9230769230769211,4.406779661016951,0.0,10.714285714285712,1.5000000000000004,100.0,6.493506493506493,45.281690140845065,64.4965581612414,10.460251046025105,26.089999999999996,10.440835266821349,50.0,5.542168674698793,1.020408163265304,67.89231779382797,69.15179092287948,,,,,,,,,,,74.43762781186093,,,0.0,0.0,0.0,0.0,0.0,0.0,J. Brooks,Wolfsburg,2772,J. Brooks (Wolfsburg)
167,167,0.0,1.48560817084494,0.0,1.2445095168374818,23.553833379463054,74.75325700750098,55.26141628060886,38.21989528795812,66.78817334953423,21.607753705815277,53.48421052631579,5.095541401273884,4.684317718940936,27.325581395348834,49.33481152993348,62.702188392007606,8.163265306122453,6.666666666666667,3.448275862068964,0.0,0.0,4.142973192526401,0.0,0.0,0.0,2.1505376344086025,0.0,0.0,3.3557046979865763,3.661327231121281,19.999999999999996,0.0,0.0,1.5911872705018357,50.0,0.375,100.0,1.1658031088082907,33.32999999999999,0.0,4.133430021754893,66.67,8.204269568857264,49.25000000000001,2.480417754569188,13.014608233731737,3.6363636363636376,39.23044751150146,9.981515711645104,13.16397228637413,46.2198706643151,71.40762463343108,53.95594166925226,59.01278702048673,23.654568210262827,90.075,39.400521285838394,92.59043173862314,40.731323404770556,84.07710588856615,50.28665028665028,43.3,64.91535318155283,75.8627946127946,1.9230769230769211,1.0169491525423764,7.6923076923076925,0.0,4.749999999999999,16.67,1.948051948051947,44.50704225352112,56.45782289114457,12.412831241283126,24.999999999999996,20.649651972157777,21.430000000000003,4.578313253012046,2.0408163265306114,49.5075508864084,61.57974565394936,,,,,,,,,,,81.59509202453987,,,0.0,0.0,0.0,0.0,0.0,0.0,J. Aidoo,Celta de Vigo,2844,J. Aidoo (Celta de Vigo)
168,168,0.0,1.764159702878365,0.0,2.489019033674965,35.95350124550236,70.96328464271613,52.34943745863667,55.497382198952884,52.234372890508986,33.9224629418472,60.30526315789474,0.0,0.0,47.67441860465116,36.696230598669615,47.95432921027593,25.765306122448983,20.0,21.839080459770113,0.0,0.0,4.630381803411857,0.0,0.0,0.0,4.301075268817205,0.0,0.0,3.3557046979865763,7.322654462242563,59.999999999999986,0.0,0.0,3.0599755201958376,0.0,0.75,0.0,2.4611398963730573,0.0,3.79746835443038,3.1907179115300934,71.43,6.236919213059859,42.31,7.4412532637075675,7.569721115537846,10.0,28.23086574654956,4.621072088724583,7.390300230946881,33.63903586125809,81.18279569892472,29.53769779708346,66.46500756221641,31.789737171464328,92.19999999999999,25.60816681146829,92.80435628160252,31.98934495701659,87.27224716134145,20.72072072072072,50.0,41.79801517805019,52.062289562289564,3.846153846153846,6.440677966101697,0.0,0.0,1.5000000000000004,100.0,8.441558441558444,14.929577464788732,60.08633765021586,6.136680613668063,42.85999999999999,1.3921113689095161,100.0,7.710843373493974,0.0,17.728168089297444,56.247812390619536,,,,,,,,,,,84.25357873210633,,,0.0,0.0,0.0,0.0,0.0,0.0,D. Zima,Torino,1421,D. Zima (Torino)
169,169,0.0,1.8879603837821108,0.0,0.21961932650073276,36.23027954608359,84.58349782866166,68.10059563203177,59.237097980553486,60.24031321722695,20.296465222348917,67.1263157894737,10.191082802547768,9.164969450101832,31.39534883720931,50.33259423503325,60.79923882017126,28.571428571428577,33.333333333333336,31.03448275862069,0.0,0.0,4.386677497969129,0.0,0.0,0.0,3.225806451612904,0.0,0.0,3.3557046979865763,6.178489702517163,19.999999999999996,0.0,0.0,2.570379436964502,0.0,1.3750000000000004,0.0,1.424870466321244,0.0,3.1645569620253173,4.641044234952864,75.00000000000001,9.62745918794475,50.0,6.266318537859007,7.171314741035857,3.6363636363636376,23.881221246340438,3.8817005545286505,16.166281755196298,36.64902998236331,76.97947214076247,43.65497983245424,68.9536642375911,10.826032540675845,85.30000000000003,34.687228496959165,91.57915208090238,32.885337207894416,83.15289147082125,35.95413595413595,62.2,58.085230589608884,74.78956228956228,0.0,1.694915254237291,0.0,0.0,1.2499999999999998,0.0,0.0,23.94366197183098,61.113055652782656,4.463040446304046,33.32999999999999,6.26450116009281,20.0,5.060240963855419,0.0,44.189100459619176,54.04270213510676,,,,,,,,,,,34.96932515337423,,,3.293413173652694,0.0,0.0,0.0,0.0,0.0,M. Lovato,Cagliari,1681,M. Lovato (Cagliari)
170,170,8.57142857142857,13.618074899411948,6.25,3.513909224011714,18.156656518128987,72.56217923410975,51.81998676373263,26.851159311892296,64.15552855407047,30.273660205245157,55.273684210526305,6.369426751592355,5.091649694501018,29.06976744186046,56.76274944567628,60.79923882017126,10.204081632653066,46.666666666666664,19.54022988505747,0.0,0.0,3.2493907392363908,6.9306930693069315,10.0,7.368421052631581,11.827956989247314,22.222222222222218,8.620689655172415,13.422818791946309,11.441647597254004,54.99999999999999,15.000000000000002,2.777777777777778,0.244798041615667,0.0,0.0,0.0,0.2590673575129544,0.0,0.0,1.2327773749093536,71.43,1.7161992465466736,34.78,11.35770234986945,2.2576361221779533,0.454545454545456,22.124634044332918,1.2939001848428846,5.773672055427251,30.51146384479718,74.04692082111436,32.795532112938254,61.446445758284064,8.510638297872338,86.84999999999998,32.059079061685495,91.32633216647221,28.381159946724782,81.54211777132295,25.225225225225223,43.55,55.10799766491535,64.56228956228956,1.9230769230769211,1.694915254237291,0.0,0.0,0.0,0.0,1.2987012987013005,17.53521126760563,46.86734336716836,1.6736401673640176,0.0,5.800464037122972,0.0,2.8915662650602396,0.0,30.269205515430077,57.78788939446973,,,,,,,,,,,37.62781186094069,,,0.0,0.0,0.0,0.0,0.0,0.0,P. Jansson,Brentford,3620,P. Jansson (Brentford)
171,171,0.0,3.249767873723306,0.0,4.612005856515373,18.62717962911708,63.50177654954597,45.532759761747194,36.27524308152581,44.295936276495205,16.647662485746864,54.68421052631579,12.73885350318471,8.75763747454175,29.651162790697676,43.015521064301545,39.39105613701237,34.43877551020408,46.666666666666664,32.18390804597701,66.66666666666666,33.33333333333333,9.017059301380991,0.0,0.0,0.0,4.301075268817205,0.0,0.0,10.06711409395973,13.501144164759724,26.669999999999998,0.0,0.0,12.117503059975519,32.0,2.0,50.000000000000014,10.751295336787564,28.569999999999997,2.5316455696202538,7.179115300942711,52.0,8.62285475094182,51.78999999999999,6.135770234986944,11.553784860557768,5.454545454545454,25.38686741948975,10.166358595194087,20.092378752886837,28.92416225749559,62.17008797653958,43.09649394973627,63.508868417434336,2.878598247809761,86.47500000000001,23.04517810599479,78.27693504472971,23.332122532994312,71.4549775547927,41.52334152334152,62.5,68.7098657326328,87.83670033670035,3.846153846153846,10.847457627118645,0.0,0.0,4.000000000000002,74.99999999999999,10.38961038961039,31.97183098591549,61.74308715435771,14.923291492329152,33.32999999999999,13.68909512761021,33.33,3.855421686746987,12.244897959183671,51.28036769533816,63.18982615797457,,,,,,,,,,,11.247443762781188,,,2.395209580838324,8.163265306122451,0.0,0.0,0.0,0.0,A. Gravillon,Reims,2274,A. Gravillon (Reims)
172,172,2.8571428571428568,4.766326214794182,12.5,5.563689604685212,29.642955992250215,86.87327279905249,57.04831237591,42.557965594614814,61.279870392871594,32.497149372862026,66.43157894736842,15.286624203821649,14.25661914460285,22.093023255813954,46.895787139689574,59.94291151284492,19.387755102040817,26.666666666666668,21.839080459770113,0.0,0.0,6.5800162469536945,4.9504950495049505,3.3333333333333335,5.2631578947368425,7.526881720430109,0.0,0.0,6.040268456375839,9.839816933638442,33.32999999999999,11.111,13.888888888888888,1.2239902080783351,0.0,0.6250000000000003,0.0,0.6476683937823847,0.0,0.0,6.236403190717909,72.22,6.111343658434495,61.75999999999999,10.574412532637075,16.46746347941567,3.1818181818181817,60.950787676007245,15.89648798521257,13.16397228637413,70.85243974132862,82.99120234604104,66.08749612162582,69.7786333012512,14.392991239048808,85.50000000000001,77.06342311033883,95.13807856865033,65.94018646325222,88.59255347240563,51.67895167895168,58.330000000000005,66.19964973730298,77.27272727272727,7.692307692307692,3.3898305084745783,12.820512820512823,0.0,5.999999999999999,20.0,9.090909090909092,37.67605633802816,54.52105938630266,11.99442119944212,11.109999999999998,32.25058004640372,24.14,2.409638554216867,0.0,48.260013131976365,65.94329716485825,,,,,,,,,,,38.036809815950924,,,0.0,0.0,0.0,0.0,0.0,0.0,M. Hummels,Borussia Dortmund,1884,M. Hummels (Borussia Dortmund)
173,173,14.285714285714285,16.46549056019808,0.0,4.465592972181553,12.261278715748686,66.62060797473352,38.716082064857716,25.430067314884063,49.21020656136088,24.173318129988598,53.13684210526316,3.8216560509554123,3.0549898167006115,41.27906976744186,42.35033259423503,45.0047573739296,19.132653061224495,6.666666666666667,4.597701149425287,0.0,0.0,3.7367993501218506,20.792079207920793,6.666666666666668,8.421052631578947,23.655913978494628,11.111111111111109,6.896551724137931,9.395973154362416,13.272311212814644,35.709999999999994,35.714,0.0,1.4687882496940003,0.0,0.0,0.0,1.554404145077721,0.0,0.0,2.393038433647569,62.500000000000014,2.9719547928003367,47.61999999999999,9.791122715404699,2.2576361221779533,1.8181818181818181,42.422975045308796,6.839186691312384,7.621247113163973,48.841857730746625,79.88758553274681,59.32361154204157,68.21119208029698,2.3153942428035026,92.425,50.608166811468294,95.72150914041231,39.67792710981959,89.93926590969104,75.75757575757575,67.57,76.47402218330414,80.51346801346801,5.769230769230768,8.474576271186441,10.256410256410257,0.0,0.9999999999999991,100.0,5.1948051948051965,43.450704225352105,64.62489791156226,9.344490934449096,43.74999999999999,14.385150812064968,46.67,10.120481927710841,0.0,66.973079448457,70.0268346750671,,,,,,,,,,,19.631901840490794,,,0.0,0.0,0.0,0.0,23.076923076923077,100.0,L. Bonucci,Juventus,2161,L. Bonucci (Juventus)
174,174,0.0,2.135561745589601,6.25,4.31918008784773,19.319125380570167,66.58112909593366,58.70284579748512,44.203440538519075,49.993249628729586,13.797035347776509,69.3157894736842,27.707006369426747,23.0142566191446,32.55813953488372,49.77827050997783,55.661274976213136,34.94897959183674,40.0,42.5287356321839,0.0,0.0,6.5800162469536945,0.0,0.0,0.0,4.301075268817205,0.0,0.0,4.026845637583891,8.466819221967963,66.67,0.0,8.333333333333332,6.119951040391675,50.0,5.5,42.86,0.7772020725388619,100.0,3.79746835443038,4.4960116026105865,50.0,7.660108832147343,40.63,11.35770234986945,25.630810092961486,17.045454545454543,43.566150843440674,18.484288354898336,12.933025404157043,50.71134626690183,87.2434017595308,51.5358361774744,80.91571566066274,16.708385481852314,87.30000000000001,45.460469157254565,94.5157526254376,47.59656132703718,92.05175600739375,32.596232596232596,62.5,51.021599532983075,84.17508417508418,7.692307692307692,18.98305084745763,0.0,0.0,1.5000000000000004,0.0,12.337662337662339,31.267605633802813,69.29179792322951,13.94700139470014,37.49999999999999,8.584686774941998,33.33,8.915662650602407,6.462585034013606,45.56795797767565,73.07198693267998,,,,,,,,,,,34.355828220858896,,,0.0,0.0,0.0,1.1029411764705888,0.0,0.0,A. Ahmedhodzic,Bordeaux,1447,A. Ahmedhodzic (Bordeaux)
175,175,0.0,2.4760136180748997,0.0,0.8784773060029281,27.622474398007203,82.11606790367152,70.08603573792192,65.51982049364248,53.04441744295936,20.011402508551882,54.13684210526316,9.872611464968148,8.75763747454175,60.465116279069775,52.77161862527715,63.843958135109425,47.704081632653065,13.333333333333334,24.137931034482754,0.0,0.0,3.4118602761982126,0.0,0.0,0.0,8.60215053763441,0.0,0.0,2.684563758389261,9.610983981693364,24.999999999999996,0.0,0.0,2.570379436964502,100.0,0.0,0.0,2.7202072538860103,100.0,0.0,0.7251631617113852,100.0,1.0883214734198419,74.99999999999999,9.530026109660572,5.577689243027887,2.272727272727271,39.857800083647,0.0,14.318706697459582,45.13815402704292,83.87096774193546,48.309028855103946,73.88972913515744,10.012515644555695,90.0,43.744569939183314,96.26604434072348,40.90083545223393,91.44441510430423,40.86814086814087,56.25,50.72971395213076,81.18686868686868,1.9230769230769211,3.3898305084745783,0.0,0.0,0.0,0.0,6.493506493506493,39.718309859154914,61.113055652782656,5.857740585774058,74.99999999999999,31.32250580046405,46.150000000000006,2.409638554216867,7.142857142857142,50.36112934996717,65.14992416287481,,,,,,,,,,,33.94683026584867,,,0.0,0.0,0.0,0.0,0.0,0.0,S. Kjær,Milan,865,S. Kjær (Milan)
176,176,0.0,0.5261528938409166,6.25,1.0248901903367489,31.94021588707446,83.65574417686538,64.19589675711451,55.497382198952884,62.94046172539489,20.41049030786773,70.93684210526317,25.796178343949038,18.533604887983707,51.74418604651163,40.35476718403548,38.344433872502385,18.62244897959184,13.333333333333334,18.390804597701145,0.0,0.0,11.129163281884647,0.0,0.0,0.0,1.0752688172043012,0.0,0.0,3.3557046979865763,9.153318077803203,39.99999999999999,0.0,11.111111111111109,0.979192166462668,0.0,0.999999999999999,0.0,0.0,0.0,0.0,15.228426395939085,57.690000000000005,13.18543323566346,58.53999999999999,4.177545691906006,17.131474103585656,20.227272727272723,39.63474139132859,2.957486136783734,20.554272517321014,45.52616108171664,80.42521994134896,46.35432826559107,71.93730235116183,6.883604505632038,71.14999999999999,46.242397914856646,94.78802022559317,44.58166848286718,82.49273831528916,19.819819819819816,53.33,54.115586690017516,67.10858585858585,1.9230769230769211,5.4237288135593245,0.0,0.0,0.0,0.0,5.1948051948051965,28.028169014084497,73.58534593396337,3.347280334728035,33.32999999999999,7.424593967517404,0.0,3.855421686746987,0.0,41.16874589625739,55.8977948897445,,,,,,,,,,,29.652351738241308,,,0.0,0.0,0.0,0.0,0.0,0.0,C. Wooh,Lens,1116,C. Wooh (Lens)
177,177,5.7142857142857135,6.561436087898484,0.0,0.5856515373352864,10.213119291447557,83.43861034346624,42.62078093977498,30.291697830964846,55.97407857432158,13.740022805017105,65.78947368421053,10.191082802547768,10.79429735234216,18.6046511627907,39.57871396895787,58.61084681255947,34.94897959183674,13.333333333333334,24.137931034482754,33.333333333333336,45.83333333333333,8.61088545897644,20.792079207920793,6.666666666666668,22.105263157894736,23.655913978494628,11.111111111111109,18.965517241379313,6.7114093959731544,24.25629290617849,39.99999999999999,20.0,0.0,1.3463892288861685,0.0,0.0,0.0,1.424870466321244,0.0,0.0,3.8433647570703395,100.0,4.646295521138553,66.67,12.40208877284595,20.98273572377158,2.5000000000000004,89.75324132162274,21.44177449168207,9.69976905311778,90.05291005291008,93.76832844574781,86.13093391250388,84.77932077547094,10.95118898623279,90.375,100.0,96.98560871256322,85.02239980627195,95.72220755215213,56.26535626535627,76.92,66.37478108581436,87.85774410774411,1.9230769230769211,3.7288135593220355,0.0,0.0,8.0,33.32999999999999,7.1428571428571415,81.2676056338028,86.4543227161358,11.85495118549512,24.999999999999996,19.721577726218104,25.0,5.060240963855419,0.0,78.20091923834536,81.89242795473109,,,,,,,,,,,30.26584867075664,,,0.0,0.0,0.0,0.0,0.0,0.0,Sergio Ramos,PSG,852,Sergio Ramos (PSG)
178,178,0.0,4.302073661405138,0.0,0.2928257686676432,9.382784389703852,61.666008685353326,45.731303772336204,17.202692595362752,47.738625624409345,20.41049030786773,53.10526315789473,12.73885350318471,9.368635437881872,58.13953488372092,59.09090909090908,58.2302568981922,9.438775510204085,26.666666666666668,14.942528735632182,33.333333333333336,12.5,1.3809910641754668,0.0,0.0,0.0,5.376344086021506,0.0,0.0,4.026845637583891,4.576659038901603,66.67,0.0,0.0,0.3671970624234988,0.0,0.375,0.0,0.0,0.0,0.0,1.6678752719361838,14.290000000000006,2.846379238174969,40.0,6.919060052219321,10.225763612217795,0.6818181818181825,32.9150982852363,5.545286506469501,6.9284064665127,38.977072310405646,72.23851417399804,57.83431585479367,65.86003024886567,13.204005006257821,89.25,29.713292788879237,91.32633216647221,31.96512895023611,85.45022445207292,60.19656019656019,55.45,72.79626386456509,84.82744107744108,0.0,2.372881355932206,7.6923076923076925,0.0,1.7499999999999998,0.0,0.0,38.661971830985905,64.25154591062888,5.16039051603905,54.54999999999999,12.2969837587007,31.25,6.5060240963855405,0.0,58.10899540380826,66.91167891727919,,,,,,,,,,,52.5562372188139,,,0.0,0.0,0.0,0.0,0.0,0.0,B. Gibson,Norwich City,2694,B. Gibson (Norwich City)
179,179,0.0,0.0,0.0,0.0,26.653750345972878,72.58191867350966,62.40900066181337,53.029169783096485,60.69933846361549,14.082098061573548,52.63157894736842,0.0,0.0,23.25581395348837,50.44345898004434,64.50999048525215,30.612244897959183,20.0,34.48275862068965,0.0,0.0,4.061738424045491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.350978970268309,50.0,7.283382168271248,36.84,0.0,9.296148738379813,2.272727272727271,57.03331939216505,16.635859519408505,0.0,63.715461493239275,83.87096774193546,66.1805771020788,72.74852193042761,19.399249061326657,87.80000000000003,60.12163336229366,97.56903928432517,60.164668846107276,89.01505149194614,41.769041769041756,54.900000000000006,49.09515469935784,60.35353535353535,0.0,0.0,0.0,0.0,12.5,40.0,6.493506493506493,33.873239436619706,63.39983665849959,8.368200836820085,16.669999999999998,30.162412993039457,38.46,2.409638554216867,0.0,51.60866710439921,61.57974565394936,,,,,,,,,,,44.989775051124745,,,0.0,0.0,0.0,0.0,0.0,0.0,M. Pongračić,Borussia Dortmund,900,M. Pongračić (Borussia Dortmund)
180,180,5.7142857142857135,7.73754255648406,6.25,8.565153733528549,30.168834763354564,74.83221476510067,58.636664460622114,43.53029169783096,56.986634264884565,24.230330672748,55.357894736842105,0.955414012738854,0.8146639511201618,18.6046511627907,55.87583148558758,61.465271170314,23.979591836734695,40.0,21.839080459770113,33.333333333333336,12.5,7.8797725426482526,5.9405940594059405,6.666666666666668,6.315789473684211,8.60215053763441,11.111111111111109,5.1724137931034475,13.422818791946309,14.874141876430205,29.999999999999993,10.0,4.166666666666666,4.406364749082008,54.55,0.375,100.0,4.145077720207254,49.99999999999999,6.329113924050633,6.598984771573605,57.14,9.125156969443283,50.0,11.488250652741511,9.030544488711818,7.2727272727272725,44.23532692039592,5.914972273567469,12.009237875288683,56.03762492651382,78.61681329423266,61.80577102078808,69.70988587927953,12.015018773466831,77.775,53.8879235447437,91.65694282380399,49.12216975420754,87.87958806443095,60.36036036036037,58.15,63.98131932282545,84.72222222222221,7.692307692307692,8.813559322033901,0.0,0.0,3.25,49.99999999999999,6.493506493506493,42.816901408450704,58.33625014584064,15.341701534170157,35.28999999999999,25.522041763341075,29.410000000000004,11.807228915662646,4.421768707482992,54.30072225869993,64.77657216194143,,,,,,,,,,,31.901840490797547,,,0.898203592814371,0.0,0.0,0.0,0.0,0.0,W. Anton,Stuttgart,2771,W. Anton (Stuttgart)
181,181,2.8571428571428568,5.261528938409161,0.0,0.0,4.843620260171605,62.870114488748506,34.48047650562542,16.828721017202692,39.11165114081274,18.072976054732038,55.50526315789474,15.286624203821649,15.274949083503053,27.906976744186046,41.7960088691796,57.94481446241674,21.42857142857143,20.0,20.68965517241379,0.0,0.0,2.437043054427293,5.9405940594059405,3.3333333333333335,6.315789473684211,10.752688172043012,11.111111111111109,10.344827586206899,5.369127516778522,10.983981693363845,37.49999999999999,12.5,0.0,0.7343941248470011,0.0,0.75,0.0,0.0,0.0,0.0,0.43509789702683044,100.0,2.344077019673505,33.33,6.266318537859007,6.374501992031871,1.363636363636365,52.93461592081415,7.763401109057301,5.542725173210159,56.42563198118754,95.18572825024437,55.56934533043748,85.50804344837069,12.14017521902378,94.89999999999999,59.730668983492606,96.88837028393623,54.1106671509868,97.9403221547399,31.449631449631443,70.31,56.45067133683595,67.99242424242425,0.0,0.0,0.0,21.428571428571423,1.5000000000000004,100.0,0.0,19.084507042253517,71.99859992999652,2.5104602510460263,33.32999999999999,9.744779582366593,14.29,1.4457831325301214,0.0,36.769533814839136,71.71858592929648,,,,,,,,,,,51.533742331288344,,,0.0,0.0,0.0,0.0,0.0,0.0,A. Mandi,Villarreal,1500,A. Mandi (Villarreal)
182,182,5.7142857142857135,5.8495821727019495,6.25,8.052708638360178,31.829504566841965,79.49072246348202,55.5923229649239,56.61929693343306,58.458215201836104,17.958950969213223,57.81052631578948,6.6878980891719735,5.091649694501018,29.651162790697676,34.3680709534368,33.777354900095155,39.030612244897966,66.66666666666667,31.03448275862069,0.0,0.0,4.549147034930951,4.9504950495049505,6.666666666666668,5.2631578947368425,5.376344086021506,11.111111111111109,5.1724137931034475,11.409395973154362,10.526315789473683,29.409999999999997,11.765000000000002,4.166666666666666,6.242350061199509,15.790000000000001,0.375,0.0,6.217616580310882,16.669999999999998,5.063291139240507,3.9158810732414793,55.00000000000001,8.539137714524909,50.0,10.8355091383812,9.694555112881805,2.5000000000000004,24.634044332915092,7.948243992606284,27.25173210161662,29.747207524985303,69.8435972629521,43.74806081290723,67.41372198542554,12.390488110137673,81.97500000000002,17.96264118158123,87.1256320497861,25.86269524155467,84.07710588856615,33.25143325143325,43.05,46.40980735551664,75.42087542087543,5.769230769230768,7.118644067796609,0.0,0.0,4.749999999999999,28.569999999999997,7.1428571428571415,19.507042253521124,52.92264613230662,7.810320781032081,33.32999999999999,9.280742459396754,26.670000000000005,4.578313253012046,2.721088435374149,32.895600787918575,58.95461439738654,,,,,,,,,,,28.62985685071574,,,0.0,0.0,0.0,0.0,0.0,0.0,Rodrigo Becão,Udinese,3349,Rodrigo Becão (Udinese)
183,183,0.0,3.744970597338286,6.25,1.6105417276720355,26.238582895101025,58.448480063166194,56.717405691594976,53.777112939416604,49.68273255029027,18.81413911060433,38.136842105263156,19.108280254777064,14.25661914460285,23.25581395348837,40.68736141906872,40.627973358706,39.28571428571429,40.0,34.48275862068965,0.0,0.0,4.467912266450039,0.0,0.0,0.0,6.451612903225808,0.0,0.0,6.040268456375839,10.297482837528603,11.109999999999998,0.0,6.944444444444444,0.6119951040391658,0.0,0.0,0.0,0.6476683937823847,0.0,3.1645569620253173,7.541696881798403,47.620000000000005,8.078694014231896,40.48,10.443864229765012,11.155378486055776,12.5,21.734281332775684,6.469500924214418,9.237875288683602,27.513227513227516,64.32062561094817,42.16568414520633,60.786470507355986,17.083854818523157,93.32500000000002,15.464813205907909,88.15635939323224,22.799370383823707,75.44230261420651,41.93284193284193,52.43,51.19673088149446,70.74915824915824,1.9230769230769211,8.474576271186441,12.820512820512823,0.0,1.2499999999999998,0.0,3.246753246753246,26.69014084507042,64.42655466106639,5.57880055788006,24.999999999999996,4.640371229698379,50.0,6.024096385542167,0.0,38.542350623768876,57.99789989499475,,,,,,,,,,,29.447852760736197,,,0.0,0.0,0.0,0.0,0.0,0.0,N. Pérez,Udinese,1811,N. Pérez (Udinese)
